hash,elapsed_time,age,evaluation_status,evaluation_year,evaluation_start_time,tree,error_string,pickle,"FullDataSet False Positives","FullDataSet False Negatives","FullDataSet Num Elements"
85303c611d8e15a8f30922d208f1f107d915aed1ff708d90df22e68b0c5583bf,5.50639,1,WAITING_FOR_MASTER,23,"2019-10-20 13:27:38","AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(3, greaterThanEqual(myIntToFloat(4), myFloatMult(4.379392785608198, 0.15758621396495442))), myFloatDiv(0.1, 0.1))",NULL,...,3.6,45,33
85bf9680c7f1abd70c96f2fdd5f031c2ed491efef46403ce285f7315312ce57e,5.41764,1,EVALUATED,15,"2019-10-19 23:47:09","AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 2, myFloatAdd(1.0, 0.01))",NULL,...,16.2,21.8,34
85e72559b6e05a8260b6a870e78058c66efdee6e64ff0e45fa9178072e1f5753,5.53362,1,EVALUATED,18,"2019-10-20 12:08:35","AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntDiv(myAnd(passBool(myNot(trueBool)), myNot(myNot(falseBool))), myIntDiv(ifThenElseBool(notEqual(passFloat(1.0), 100.0), lessThan(10.0, 3.0766988228034524), ifThenBool(trueBool, trueBool)), ifThenElseBool(notEqual(0.4830317834999054, 100.0), myOr(falseBool, falseBool), myAnd(trueBool, falseBool)))), 0.1)",NULL,...,15.6,21.6,70
866a25cf65867074471c6273431bde7be1ef3baefad3b4b67538536e17f12bbc,6.51977,1,EVALUATED,22,"2019-10-20 12:19:49","myPlanckTaper(AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerInt(ModifyLearnerList(ModifyLearnerBool(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), falseBool), passList([-2, -6])), falseBool, 5), passTriState(0), myIntToFloat(64)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,0,68.4,47
866f38642c59f1f31f529446911b318f94fc1ade7eaf8bc1abbbb9a2d9856cd9,5.619,1,EVALUATED,16,"2019-10-20 02:27:36","AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntAdd(2, notEqual(3.1124417210015594, 1.0)), 1.0)",NULL,...,16.6,21,43
8692c22e31d5c384a058df3d13704be09ed88ee15fd49a3dc5561960a4c0e0ad,6.56859,1,EVALUATED,20,"2019-10-20 05:34:17","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), trueBool, 5), passTriState(2), 10.0), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,16.6,26,58
86e9ad1f38f5fa27ede85b564f52125dd709f3fe92776dd95dcbca045afa740f,106.204,1,EVALUATED,20,"2019-10-20 05:40:30","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(6365, myAnd(trueBool, trueBool)), myFloatDiv(0.1, passFloat(myFloatAdd(100.0, 0.1))))",NULL,...,20.6,20.6,40
87db8d5720e25e61eb24ebb0d73a8254068866155a9ae61003a56f72fb053fb1,6.53479,1,EVALUATED,22,"2019-10-20 12:13:07","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, myIntToFloat(myIntAdd(ifThenBool(myOr(falseBool, trueBool), lessThanOrEqual(100.0, 100.0)), myAnd(lessThanOrEqual(3.899191250317994, 100.0), myNot(trueBool)))), 0), ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), falseBool, 10), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), 0)",NULL,...,19.2,19.8,47
881e774820047ce3e33ea7309ef7509f71f43ee17ae6170df9de2253b0bbea82,6.77126,1,EVALUATED,12,"2019-10-19 23:23:38","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(-3.279641282248301, 0.1)), lessThan(passFloat(10.0), passFloat(-2.0163054353169763)), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(-0.1720087790309499, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,17.8,20.2,101
88a0d6176bae388a564b17c80b59ee1e7d87f93dbcbe9db893ee3953ac38bca3,5.60066,1,EVALUATED,14,"2019-10-19 23:31:45","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(3, passBool(trueBool)), myFloatDiv(0.1, 0.1))",NULL,...,10.6,22.6,34
899b123f2f992ed597b99fd80a21dd82921c4085b4a2cfed6c8713d12c0d2a5c,5.4663,1,EVALUATED,22,"2019-10-20 12:34:01","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Bayes', None), 0.01), myIntAdd(myIntAdd(trueBool, 6), trueBool), myFloatDiv(0.1, 0.1))",NULL,...,56,36,29
8ac2388fef6e5cf4085f3442d0927a674109cf78d783e9d0f5d8023fdfb19fc8,5.67144,1,EVALUATED,19,"2019-10-20 03:49:26","AdaBoostLearner(ARG0, ModifyLearnerFloat(ModifyLearnerBool(ModifyLearnerFloat(learnerType('Bayes', None), 0.01), falseBool), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,22.8,22,33
8b3adc9ea54919012e8efd547d910ec411afa3ebd0c20d9651b06f554125f665,5.45351,1,EVALUATED,20,"2019-10-20 12:30:10","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), myOr(trueBool, falseBool), 5), passTriState(2), myIntToFloat(9)), passFloat(myFloatAdd(myFloatSub(0.1, 1.0), 0.1)), passTriState(passTriState(0)))",NULL,...,39,45.8,35
8b3de60822502a2bf2022a50a05fa7d4016fa0224229d62d71357212d7fc0f36,5.48452,1,EVALUATED,15,"2019-10-20 02:20:51","AdaBoostLearner(ARG0, ModifyLearnerFloat(ModifyLearnerBool(ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), falseBool), 0.01), falseBool, myFloatDiv(myFloatAdd(10.0, 10.0), 0.1))",NULL,...,0,68.4,37
8b8f50f7480cf5a16c0385518846451a405eba82781fe471d715f9d0f80c3af8,10.8544,1,EVALUATED,20,"2019-10-20 05:43:22","AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(5, greaterThanEqual(0.10499534520117493, 0.01)), myFloatDiv(0.1, 0.1))",NULL,...,15.4,19.6,35
8be3c72dfbf995cfbe462542ae5eb014747fa4ad9afa82898ff07ace1e019209,5.51644,1,WAITING_FOR_MASTER,23,"2019-10-20 13:38:19","AdaBoostLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}), 32, 0.1)",NULL,...,21.6,21.6,31
8c5e01ec691528eff41171c603803d5d2d41c1e95e19c09b42004d9f7fa5e39f,6.53446,1,EVALUATED,16,"2019-10-20 02:46:01","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(-2.40916443851789, 0.1)), lessThan(passFloat(10.0), passFloat(passFloat(-2.0163054353169763))), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(-0.1720087790309499, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,17.8,20.2,95
8c6917b784dfe1b61a3efaf1ce3bad9059842fe698338a9de0151e0544e2f494,5.45209,1,EVALUATED,18,"2019-10-20 03:51:46","AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 150, 0.01)",NULL,...,16.2,21.8,46
8c77c3cc9c8e54bcf257b98b63e015cb39ae6c3a8bc195a82534e353c3793538,85.1339,1,EVALUATED,16,"2019-10-20 02:27:36","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(150, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,16.6,18.2,25
8cd675650aa0630d78314b2c47d40006b5a126f23303e801a5c2c10b6eea4cef,5.53944,1,EVALUATED,20,"2019-10-20 08:15:08","AdaBoostLearner(mySelFwe(ARG0, 0, 10.0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 100.0), myIntAdd(3, myNot(falseBool)), myFloatDiv(0.1, 0.01))",NULL,...,99.6,27,34
8d461ec358ef93b0a71caa6e51a028efd34a76ee3e11b93032b44276075f7d65,5.47853,1,EVALUATED,21,"2019-10-20 08:15:59","AdaBoostLearner(ARG0, ModifyLearnerBool(ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), trueBool), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,33
8d77a72edb6a4f2cb1ed5daa5a953063d84a877ebf339a35dca0d9fd289cb3bb,7.48806,1,EVALUATED,5,"2019-10-19 21:25:44","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(3, greaterThanEqual(4.523099435739367, 0.01)), myFloatDiv(0.1, 0.1))",NULL,...,16,19.4,33
8e0ef0ca53607acc1826f3c2404ebeaadbde523c6a7b2cc50564aafe0011fec0,5.65131,1,EVALUATED,22,"2019-10-20 12:12:17","AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [-8, 5]), myFloatToInt(10.0), myFloatDiv(0.01, myIntToFloat(3)))",NULL,...,19.8,20.4,23
8e1499e95e317584eaf5f3e49ee446ffa77a7c6a494ed2c80b037055d7fafe36,9.56697,1,EVALUATED,14,"2019-10-19 23:44:47","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 0.1, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 4), 2, myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(1)))",NULL,...,16.2,19,49
8e677008fb1f99100ce13bbf9db65fa374d57549810e15f2afe33ad603e76cb3,5.51778,1,EVALUATED,19,"2019-10-20 12:31:11","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myFloatDiv(0.01, 100.0)), myIntAdd(3, passBool(falseBool)), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,36
8fb6e167aaa2fa539f8d75703e00a71567d9ca394ae25875f12138433575a5a3,6.5228,1,EVALUATED,16,"2019-10-20 02:32:39","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 4), passTriState(2), 0.01), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,19,19.2,56
8fce328fb12881d9efa710ef31388cbac37a88b52450a63564798feba8cc447b,6.5187,1,EVALUATED,22,"2019-10-20 12:31:11","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 0.1, 1), ModifyLearnerInt(ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 1.0), falseBool, 4), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(1)))",NULL,...,19.4,20,36
8ffab5b09fcd6c960a5d0d975f08460188e20b954f66adfab8baba8021d99ab6,7.50964,1,EVALUATED,20,"2019-10-20 05:36:59","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,30
902f0a4032787d636eb704c56145a0604a6b531388d230d5d3c53ebf0886a647,5.52504,1,EVALUATED,18,"2019-10-20 03:02:22","AdaBoostLearner(GridSearchLearner(ARG0, learnerType('KNN', {'K': 3, 'weights': 0})), learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntAdd(2, notEqual(3.1124417210015594, 1.0)), 1.0)",NULL,...,24,26.8,46
904958d31918904fd15deb5d86465702e5196b8472638b51195040089c9f76ee,5.53038,1,WAITING_FOR_MASTER,23,"2019-10-20 13:03:36","AdaBoostLearner(myProd(ARG0, 2), learnerType('Bayes', None), myIntAdd(3, myNot(falseBool)), myFloatDiv(0.10499534520117493, 0.1))",NULL,...,60.8,32.2,33
90af7129fc00c913977b0f158ae4cc3cea4903cfcc2ecea3036d31417dfd5581,5.49974,1,EVALUATED,22,"2019-10-20 09:32:48","AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerFloat(ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [-5, -14]), 100.0), passInt(2), myFloatDiv(myFloatAdd(100.0, 0.1), 10.0))",NULL,...,17.2,25.8,36
90e5f523f3a03fc0d273bf0301f18a37ff273d9020307ab9e7697078dbe311cd,5.55521,1,EVALUATED,14,"2019-10-19 23:31:45","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), 5, myFloatDiv(0.1, 0.1))",NULL,...,18,19.6,33
90ea89381d299c699f9d9e516c76c314fb39a1466c2cb049ebaf00d306c27a2f,8.71519,1,EVALUATED,20,"2019-10-20 05:40:10","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(150, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,17.8,20.4,25
912d2e7ed9cbcee4a5666077e50772776a30d4a0eb0b7f30a07d50eb2ca9d56e,5.5501,1,EVALUATED,17,"2019-10-20 02:38:02","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, myNot(falseBool)), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,38
9143e4b63b3331416cd3910e547bafe1932d6078335e4144c160d2e90417c31b,5.48184,1,EVALUATED,22,"2019-10-20 12:31:11","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(-0.4070547785511591, 0.1)), lessThan(passFloat(10.0), passFloat(-0.4618351686141082)), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(-4.942363516787686, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,17.8,20.2,97
91c5ef9ec80251214e01f91d277103e39c557faedbad05567b128cf528f643b6,11.7983,1,EVALUATED,21,"2019-10-20 09:26:25","AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntDiv(myAnd(passBool(myNot(trueBool)), myNot(myNot(ifThenElseBool(passBool(falseBool), myAnd(falseBool, trueBool), ifThenElseBool(trueBool, falseBool, trueBool))))), myIntDiv(ifThenElseBool(notEqual(0.1, 100.0), lessThan(10.0, 3.0766988228034524), ifThenBool(trueBool, trueBool)), ifThenElseBool(notEqual(-2.794316947965403, 100.0), myOr(falseBool, falseBool), myAnd(trueBool, falseBool)))), 0.1)",NULL,...,5.4,42.2,82
920555b076bfe55feabbc72e815a7c9e3865e38152089862ce9863382cdbc3e4,5.44991,1,EVALUATED,21,"2019-10-20 09:20:01","AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Bayes', None), 0.01), myIntDiv(greaterThan(myFloatMult(1.0, 0.341105634575122), myFloatMult(100.0, 0.1)), greaterThan(myFloatAdd(-2.614026833738242, 0.1), myFloatMult(10.0, 0.1))), myFloatDiv(0.1, 0.1))",NULL,...,55.4,33.2,50
921de8217762bbbc330ed4025cc843b0a499b55ce28c1fc935c19ac216c57343,88.7132,1,WAITING_FOR_MASTER,22,"2019-10-20 12:56:53","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Bayes', None), 100.0), 6365, 0.1)",NULL,...,16.6,19.8,23
92769359ae86480c609c95cb8259b521cddef4bf5a8a3bc50a4448409206bc8a,7.64348,1,EVALUATED,17,"2019-10-20 02:38:54","AdaBoostLearner(myCosine(mySelKBest(ARG0, 2, 4), passTriState(1)), ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(-3.279641282248301, 0.1)), lessThan(passFloat(10.0), passFloat(-2.0163054353169763)), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(2.846588046868183, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,15.4,19.2,100
927cb1b330aed55abdc026943a4c0c97c1d4ec579a27abfa798fbb251ccfd7f9,5.52827,1,EVALUATED,20,"2019-10-20 09:28:16","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 100.0), myIntAdd(lessThanOrEqual(myIntToFloat(notEqual(myFloatSub(myFloatDiv(0.1, 1.0), ifThenElseFloat(falseBool, 0.1, 0.1)), ifThenElseFloat(greaterThanEqual(10.0, 0.01), myFloatDiv(1.0, 100.0), myIntToFloat(32)))), ifThenElseFloat(myNot(ifThenElseBool(ifThenBool(trueBool, trueBool), greaterThan(100.0, 0.01), myNot(trueBool))), myIntToFloat(ifThenBool(notEqual(100.0, 10.0), myOr(falseBool, trueBool))), myFloatSub(myFloatDiv(myFloatDiv(10.0, 0.01), myFloatAdd(0.1, 1.0)), passFloat(ifThenFloat(trueBool, 1.0))))), falseBool), myFloatDiv(0.1, 0.1))",NULL,...,19.4,20,100
928cc10a8fc05b1da29d2d69e36cb285728702f23194574af98ed7744bf09419,5.4692,1,EVALUATED,22,"2019-10-20 12:13:07","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, greaterThan(myFloatMult(100.0, 10.0), 100.0)), myFloatDiv(0.01, 0.1))",NULL,...,15.6,21.6,29
92da10165d43aa7d3709383a8ebb9c3a00f4cbd53f8d6e21728ba39b30ce0030,5.50044,1,EVALUATED,20,"2019-10-20 12:16:18","BaggedLearner(myBartlettHann(ARG0, 0), learnerType('LogR', {'penalty': 0, 'C': 1.0}))",NULL,...,17,22.2,33
935d383c862330a45d589fba35df4daf65ef3e185d3bb03745f17add28a3d94a,5.49711,1,EVALUATED,15,"2019-10-20 01:55:39","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), trueBool, 2), passTriState(2), ifThenElseFloat(falseBool, 1.0, 10.0)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,55,39.8,71
9371b0aab4e15409034992090e2829cff1aca994a04d4883e02ee78efe3e2908,7.53383,1,EVALUATED,18,"2019-10-20 05:35:08","myPlanckTaper(AdaBoostLearner(myDeapDataMult(myGaussian(ARG0, 100.0, 0), 100), learnerType('Trees', {'criterion': 0, 'splitter': 0}), passTriState(1), 10.0), passFloat(100.0), passTriState(passTriState(0)))",NULL,...,19.4,20.2,45
93b72300564a304965ab542b8292da09769214d8ee351cf25b86fe77c80eae27,5.51243,1,EVALUATED,22,"2019-10-20 09:30:17","AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), passInt(3), myIntToFloat(myIntAdd(3, greaterThanEqual(myIntToFloat(0), myFloatMult(-3.172799361079024, -3.2875014455403253)))))",NULL,...,19,21.4,29
93b86490ca2079c06f756d5cd5432af97102600ce1bfc8f144dd43684f1f6750,5.41667,1,EVALUATED,11,"2019-10-19 22:52:11","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 0.1, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 4), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,15,18.8,35
9447d12eefab400e62aa7f9cad43625af22d058f7acab7c9e948c74137d7dbfb,5.52728,1,EVALUATED,21,"2019-10-20 09:33:38","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 10.0), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(-0.4070547785511591, 0.1)), lessThan(passFloat(10.0), passFloat(-2.0163054353169763)), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(-4.942363516787686, 100.0))), myFloatAdd(1.0, 0.01))",NULL,...,16.8,19.2,100
95001d62cf512f8aa835d146fcefe4824984cd4c0361873a3a0546d2815d702b,5.5302,1,EVALUATED,20,"2019-10-20 05:39:09","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('Bayes', None), 0.01), 3, myFloatDiv(0.1, 0.1))",NULL,...,22.8,22,32
95a163fa177d63153f92fd5fb8f5f68195e0e013e896a5d86d2d394f57c6357d,5.47251,1,EVALUATED,18,"2019-10-20 02:55:18","AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [1, -1]), passInt(0), myFloatDiv(100.0, 10.0))",NULL,...,99.6,27,29
96083e47609ed6aeb8dab7c99f9e963f2b36ed3d5312aa0a3d01001ee4d9ffd9,36.0539,1,EVALUATED,20,"2019-10-20 05:35:08","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), 50, myFloatSub(myFloatMult(1.0, 10.0), -2.7016854035818905))",NULL,...,40.8,24.8,28
9638348e78ae79035148ba74850131fa2ceffff7fcc01327e81673621b3bc435,5.60923,1,EVALUATED,22,"2019-10-20 12:07:25","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntMult(myIntMult(lessThan(0.2654112632953183, 0.01), ifThenElseBool(falseBool, falseBool, trueBool)), equal(ifThenElseFloat(trueBool, 0.1, 1.0), passFloat(myFloatAdd(1.0, -0.5526309139303018)))), myFloatDiv(0.1, 1.0))",NULL,...,10.6,47.8,50
966b19bd37e48d62a7acaf07669cdbaee156253b5842107625d755702011088b,5.63806,1,EVALUATED,21,"2019-10-20 09:29:26","myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), falseBool, 4), passTriState(1), myIntToFloat(9)), passFloat(0.01), passTriState(passTriState(0)))",NULL,...,16.2,21.8,49
96d57f3b3fdbfe626a427f7a936cddf6ebaab97ea9b1596f6ff926d96fd6c674,10.7313,1,EVALUATED,20,"2019-10-20 09:28:16","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), myFloatDiv(0.1, 0.1)), myIntAdd(3, passBool(trueBool)), myFloatDiv(0.1, 0.1))",NULL,...,16,19.4,43
96ddbc77efaebdd42af2a62438125600112675e29f0b8e6d7bf577040089bdc8,5.35188,1,EVALUATED,1,"2019-10-19 20:51:57","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, passBool(trueBool)), myFloatDiv(0.1, 0.1))",NULL,...,17.6,21.2,31
96f7dab3bf3b6c7581eb39312e2c41baf908fa3774227d5fd77a53cfd4e640b5,5.5168,1,EVALUATED,22,"2019-10-20 12:07:25","AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, greaterThanEqual(myIntToFloat(4), myFloatMult(-0.0004037714718840846, 0.15758621396495442))), myFloatDiv(0.1, 0.1))",NULL,...,17.4,21.6,34
973e7c53c03d35f30f7727cab73642bf1f6941f7926b46e6bdd3f3092a6d646d,5.49374,1,EVALUATED,22,"2019-10-20 12:31:11","AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntAdd(9, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,10.6,35.8,26
